ID_MARCA,MARCA,ID_LINHA,LINHA,DATA_VENDA,QTD_VENDA
5,BELEZA NA WEB,5,HIDRATANTES,6/2/2019,14
1,BOTICÁRIO,5,HIDRATANTES,14/8/2019,15
3,QUEM DISSE BERENICE,4,SOLAR,2/12/2019,7
1,BOTICÁRIO,1,CABELOS,13/4/2019,10
4,VULT,4,SOLAR,22/1/2019,3
4,VULT,3,MAQUIAGEM,3/8/2019,16
5,BELEZA NA WEB,4,SOLAR,1/12/2019,17
3,QUEM DISSE BERENICE,2,PERFUMARIA,28/5/2019,6
1,BOTICÁRIO,4,SOLAR,5/8/2019,9
5,BELEZA NA WEB,5,HIDRATANTES,21/1/2019,9
3,QUEM DISSE BERENICE,2,PERFUMARIA,6/9/2019,16
4,VULT,1,CABELOS,13/1/2019,18
3,QUEM DISSE BERENICE,5,HIDRATANTES,19/5/2019,18
2,EUDORA,3,MAQUIAGEM,25/1/2019,9
2,EUDORA,4,SOLAR,22/12/2019,17
5,BELEZA NA WEB,2,PERFUMARIA,26/9/2019,1
3,QUEM DISSE BERENICE,4,SOLAR,26/4/2019,1
5,BELEZA NA WEB,1,CABELOS,30/3/2019,5
1,BOTICÁRIO,5,HIDRATANTES,1/2/2019,9
5,BELEZA NA WEB,3,MAQUIAGEM,13/11/2019,19
5,BELEZA NA WEB,3,MAQUIAGEM,8/8/2019,14
4,VULT,3,MAQUIAGEM,28/12/2019,18
1,BOTICÁRIO,1,CABELOS,10/5/2019,12
1,BOTICÁRIO,5,HIDRATANTES,16/4/2019,3
2,EUDORA,3,MAQUIAGEM,23/11/2019,8
2,EUDORA,2,PERFUMARIA,5/2/2019,16
4,VULT,3,MAQUIAGEM,14/6/2019,9
2,EUDORA,1,CABELOS,25/8/2019,14
4,VULT,1,CABELOS,9/1/2019,2
5,BELEZA NA WEB,4,SOLAR,25/9/2019,16
5,BELEZA NA WEB,4,SOLAR,24/11/2019,2
4,VULT,3,MAQUIAGEM,14/12/2019,8
5,BELEZA NA WEB,5,HIDRATANTES,29/4/2019,7
2,EUDORA,5,HIDRATANTES,1/8/2019,14
5,BELEZA NA WEB,3,MAQUIAGEM,4/6/2019,16
3,QUEM DISSE BERENICE,3,MAQUIAGEM,18/9/2019,3
2,EUDORA,5,HIDRATANTES,18/9/2019,2
4,VULT,3,MAQUIAGEM,10/11/2019,10
5,BELEZA NA WEB,5,HIDRATANTES,1/12/2019,7
3,QUEM DISSE BERENICE,5,HIDRATANTES,15/9/2019,16
2,EUDORA,3,MAQUIAGEM,20/9/2019,11
4,VULT,1,CABELOS,12/5/2019,19
3,QUEM DISSE BERENICE,4,SOLAR,14/12/2019,11
2,EUDORA,5,HIDRATANTES,25/6/2019,16
1,BOTICÁRIO,2,PERFUMARIA,2/3/2019,20
5,BELEZA NA WEB,4,SOLAR,7/1/2019,13
3,QUEM DISSE BERENICE,2,PERFUMARIA,16/2/2019,4
3,QUEM DISSE BERENICE,5,HIDRATANTES,13/8/2019,10
1,BOTICÁRIO,1,CABELOS,3/2/2019,3
1,BOTICÁRIO,2,PERFUMARIA,14/4/2019,11
4,VULT,1,CABELOS,18/4/2019,17
5,BELEZA NA WEB,1,CABELOS,11/10/2019,16
4,VULT,5,HIDRATANTES,20/4/2019,3
2,EUDORA,4,SOLAR,19/4/2019,12
3,QUEM DISSE BERENICE,1,CABELOS,25/6/2019,19
4,VULT,4,SOLAR,25/2/2019,5
3,QUEM DISSE BERENICE,3,MAQUIAGEM,18/11/2019,18
3,QUEM DISSE BERENICE,5,HIDRATANTES,29/5/2019,20
4,VULT,1,CABELOS,16/6/2019,1
3,QUEM DISSE BERENICE,2,PERFUMARIA,28/4/2019,17
2,EUDORA,4,SOLAR,1/10/2019,19
5,BELEZA NA WEB,2,PERFUMARIA,30/9/2019,11
4,VULT,2,PERFUMARIA,20/6/2019,20
3,QUEM DISSE BERENICE,2,PERFUMARIA,31/10/2019,12
4,VULT,5,HIDRATANTES,20/9/2019,13
1,BOTICÁRIO,2,PERFUMARIA,19/11/2019,14
5,BELEZA NA WEB,2,PERFUMARIA,14/12/2019,5
2,EUDORA,4,SOLAR,3/10/2019,9
3,QUEM DISSE BERENICE,3,MAQUIAGEM,3/3/2019,20
4,VULT,2,PERFUMARIA,8/9/2019,10
